usahawanid,namasyarikat,nodaftarssm,tahunmulaoperasi,bilanganpekerja,alamat1_ssm,alamat2_ssm,alamat3_ssm
C00831,PETEK BADOK ENTERPRISE,CT0063390-W,2020,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00832,NORAAZLINA ENTERPRISE,CT0025098,2020,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00833,TIADA,,2014,1,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00834,RIANG BERGANDA,CT0001654-V,2016,2,,"TEMERLOH, 28400","TEMERLOH, PAHANG"
C00835,LANCHANG ENTERPRISE,CA0129956-X,2016,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00836,ASPIRA MAJU TRADING,CA0271927-A,2020,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00837,AOKKOI DESIGN,CT0021675-U,2014,0,,"MENTAKAB, 28400","MENTAKAB, PAHANG"
C00838,JOHAR GOATFARM,CT0063414-A,2019,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00839,SRI PAJAR,000829600-V,2019,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00840,BUTIK SHAHMILA,CT0003555-M,2018,3,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00841,TANOH KOME INTEGRATED FARM,CT0033225-W,2011,2,,"TEMERLOH, 28020","TEMERLOH, PAHANG"
C00842,TIADA,,2016,2,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00843,TIADA,,2016,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00844,TIADA,,2016,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00845,NAZAR NONG ENTERPRISE,,2016,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00846,DIAN SALLEH ENTERPRISE,CT0031194-H,2017,0,,"TEMERLOH, 28400","TEMERLOH, PAHANG"
C00847,UMMIE AISSYAH ENTERPRISE,CT0045347-D,2018,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00848,TIADA,,2020,1,,"TEMERLOH, 28400","TEMERLOH, PAHANG"
C00849,TIADA,,2010,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00850,KOLEKSI CANTIK,CA0066218-D,2020,2,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00851,ZULKAPLI B SAMAT,KT0083550-A,2020,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00852,KEDAI JAHITAN DAN SULAMAN NORAZ,CA0045021-H,2020,2,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00853,NORESSAH BINTI MOHD KASSIM ,CA0005604-H,2017,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00854,STALL COFFEE RIZKY,CT0041766-D,2019,4,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00855,TIADA,,2017,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00856,TIADA,,2018,0,,"TEMERLOH, 28010","TEMERLOH, PAHANG"
C00857,LA LIZZA HOME SPA,CT0028195-M,2017,1,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00858,MAJU JAYA TRANSPORT ENTERPRISE,CT0029089-X,2017,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00859,HIJRAH MURNI ENTERPRISE,003046262-M,2020,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00860,NORMALA RAZALI,CT0063307-X,2020,2,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00861,TIADA,,2019,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00862,YASMINE RESOURCES,CT0067846-U,2020,0,,"TEMERLOH, 28010","TEMERLOH, PAHANG"
C00863,HAJAT JAYA ENTERPRISE,CA0107911-X,2018,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00864,KEDAI JAHIT MIMI MENTAKAB,CT0025761-V,2014,0,,"MENTAKAB, 28400","MENTAKAB, PAHANG"
C00865,DODOL SEJATI ENTERPRISE,CT0004016-W,2013,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00866,ZULIM MAJU ENTERPRISE,CT0028605-T,2018,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00867,TIADA,,2017,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00868,RAHAIMI TRADING,CT0065423-A,2018,0,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00869,CHAM GARAJ MOTPSPORT,CT0060765-K,2019,0,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00870,JASS GOLDEN ENTERPRISE,CT0014560-T,2018,4,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00871,TIADA,,2017,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00872,ROHAYA BINTI ZAHARI,CT0019099-V,2020,3,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00873,TIADA,,2020,2,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00874,SINDORA RESOURCES,CT0044144-W,2015,1,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00875,TIADA,,,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00876,TIADA,,2017,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00877,MSS MAKMUR ENTERPRISE,CT 0032821-W,2020,0,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00878,TIADA,,2017,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00879,PERNIAGAAN MANJA JAYA,CT0016633-T,2016,2,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00880,ROSE AHMAD RESOURCES,CT0031184,2017,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00881,TIADA,,2020,0,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00882,EMPAYAR TEGUH ARIF,CT0068345-X,2020,0,,"TEMERLOH, 28400","TEMERLOH, PAHANG"
C00883,TIADA,,2011,0,,"TEMERLOH, 28010","TEMERLOH, PAHANG"
C00885,PULAU SERI MAJU ENTERPRISE,CT0047673-X,2019,0,,"KUALA KRAU, 28050","KUALA KRAU, PAHANG"
C00886,UMYDIN ENTERPRISE,CT0029111-X,2014,1,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00887,TIADA,,2008,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00888,TIADA,,2020,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00889,KEDAI DOBI ANNUR,CT0018502-K,2017,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00890,BUTIK TRADISI,CA0099379-A,2017,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00891,SAYUTI STEADY ENTERPRISE,CT0020992-W,2009,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00892,NURHAFIRA ENTERPRISE,CT0065448-U,2020,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00893,TIADA,,2018,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00894,REZEKI ANAK ANAKKU ENTERPRISE,CT00298110-K,2017,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00895,SNOW CAR WASH,CT0040975-P,2018,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00896,JULIANA JAHIT ENTERPRISE,CT0036705-T,2016,1,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00897,TIADA,,2020,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00898,TIADA,,2018,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00899,MA LEGACY ENTERPRISE,,2020,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00900,MUTIARA HOMESTAY,,2018,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00901,SITI NAFISAH BT AHMAD,CT0063376-V,2020,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00902,SITI NORLIYANA BINTI JALALUDDIN,003049807-P,2020,0,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00903,"SITI RAHMAH BINTI MUSA
",CA0116918-K,2018,1,,"TEMERLOH, 28010","TEMERLOH, PAHANG"
C00904,MAHR MEKAR ENTERPRISE,CT004083-N,2016,3,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00905,SITI SYAKIRA BINTI ABD RAZAK,CT0028865W,2013,0,,"TEMERLOH, 28010","TEMERLOH, PAHANG"
C00906,SITI ZAHARAH ENTERPRISE,CT0000385-W,2017,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00907,SUHAILA BT ABDUL HAMID,,2020,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00908,SULMA BINTI AB AZIZ,CT0033436-K,2018,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00909,SURIYANA BINTI YAHYA,CT0065639-W,2020,2,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00910,TIADA,,2020,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00911,AL-SHAHAB FARMVILLE,CT0012605-U,2018,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00912,WAN MATINAH BT WAN MUSA,CT0006718-X,2014,2,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00913,KEROPOK LEKOR CHATIN,CT0044096-U,2018,2,,"MENTAKAB, 28400","MENTAKAB, PAHANG"
C00914,TIADA,,2019,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00916,TIADA,,2018,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00917,ZALEHA BINTI KHAMIS,CT0065031-U,2018,0,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00918,ZALEHA BT JAMA,CT0065388-P,2020,2,,"TEMERLOH, 28400","TEMERLOH, PAHANG"
C00919,NAFISZA ENTERPRISE,CT0047091-X,2018,0,,"TEMERLOH, 28010","TEMERLOH, PAHANG"
C00920,AERO FARM COMPOSITES,CT0069262-A,2020,0,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00921,ZULK AGROFARM ENTERPRISE,CT0061884-U,2016,1,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00922,KIMPALAN TEGUH ENTERPRISE,CT0026182-P,2016,0,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00923,MEGA KHAT MARKETING,CA0051074-P,2020,6,,"TEMERLOH, 28000","TEMERLOH, PAHANG"
C00924,KRAF TRADING MS,CT0078726-H,2021,1,,"TEMERLOH, 28050","TEMERLOH, PAHANG"
C00925,CENDOLLILY ENTERPRISE,CT0066493-M,2021,2,,"TEMERLOH, 28500","TEMERLOH, PAHANG"
C00926,HANA AURA ENTERPRISE,CT0067807-11,2021,0,,"MENTAKAB, 28400","MENTAKAB, PAHANG"
C00927,MR KEK LAPIS EMPIRE,CT0071062-P,2021,0,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00928,BREAD N CAKE,CT0036694-V,2021,2,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00929,DIMIE ENGINEERING,CA0122864-K,2021,3,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00930,NOR AMIRA BINTI MOHD SAMAN,CT0062065-V,2021,1,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00931,KASMEL ENTERPRISE,CT0068909-T,2021,0,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00932,AKASYAH DARWISY ENTERPRISE,CT0061748-T,2021,1,,"TEMERLOH, 28500","TEMERLOH, TEMERLOH"
C00933,MOHD NOR ANUAR B NORDIN,CT0001186-A,2021,2,,"TEMERLOH, 28500","TEMERLOH, TEMERLOH"
C00934,SZ GLOBAL VENTURES,002330121-P,2021,1,,"TEMERLOH, 28500","TEMERLOH, TEMERLOH"
C00935,MQS COOL SERVICES,CT0065766-T,2021,1,,"TEMERLOH, 28050","TEMERLOH, TEMERLOH"
C00936,MAT SPEED GARAGE,CT0063047-X,2021,2,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00937,MUFAZ ENTERPRISE,002954191-D,2021,1,,"TEMERLOH, 28050","TEMERLOH, TEMERLOH"
C00938,NOR HALIMATON SAADIAH BT AWANG MOHAMAD,CT0070855-X,2021,1,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00939,BEKAM AS SAKINAH,CT0055130-W,2021,2,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00940,AJIE MAJU NIAGA,PG0499283-V,2021,2,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00941,CLASH MAGAZA ENTERPRISE,002566777-U,2021,2,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00942,PGH TERNAK MAJU ENTERPRISE,CT0069290-U,2021,1,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00944,SATE BONDA MAJU,002993672-A,2021,4,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00945,LEGASI KAK YAH,CT0073763-D,2021,3,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00946,KHAIRIAH GALLERY,CT0065086-T,2021,1,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00947,ANQ DELICIOUS ENTERPRISE,013239077-X,2021,1,,"TEMERLOH, 28050","TEMERLOH, TEMERLOH"
C00948,KUALA SIR UNGGUL ENTERPRISE,CT0054522-P,2021,2,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00949,KUIH WARISAN,CT0070302-P,2021,1,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00950,SYED SYAH ENTERPRISE,CT0073310-U,2021,1,,"TEMERLOH, 28500","TEMERLOH, TEMERLOH"
C00951,SIRAP SELASIH ENTERPRISE,CT0086136-K,2021,1,,"TEMERLOH, 28500","TEMERLOH, TEMERLOH"
C00952,KEDAI GUNTING RAMBUT ABAM,CT0078958-U,2021,1,,"TEMERLOH, 28500","TEMERLOH, TEMERLOH"
C00953,KHAIRIEYNA ENTERPRISE,CT0086498-M,2021,1,,"TEMERLOH, 28500","TEMERLOH, TEMERLOH"
C00954,MUHAMMAD KHAIRUL IKHMAL B KHAIRUDDIN,NS0249066-V,2021,,,"TEMERLOH, 28050","TEMERLOH, TEMERLOH"
C00955,WANESSA SOFFIA ENTERPRISE,CT0055968-K,2021,1,,"TEMERLOH, 28050","TEMERLOH, TEMERLOH"
C00956,ALIF PULAU ENTERPRISE,003242152-P,2021,1,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00957,SS BARAKAH TEMERLOH,CTOO63413-D,2021,1,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00958,AL HAFIZ MART,CT007321-D,2021,1,,"TEMERLOH, 28500","TEMERLOH, TEMERLOH"
C00959,SOZIKASMAN B LONG,CT0006318-U,2021,1,,"TEMERLOH, 28050","TEMERLOH, TEMERLOH"
C00960,TIADA,,2021,1,,"TEMERLOH, 28000","TEMERLOH, TEMERLOH"
C00961,RIZZATRADING,CT00006380-Y,2021,1,,"TEMERLOH, 28500","TEMERLOH, TEMERLOH"
C00962,MOHD HILMI B HARON,CT0037707-H,2021,3,,"TEMERLOH, 28050","TEMERLOH, TEMERLOH"
C00963,QSAM TRADING,CA0215764-T,2020,2,,26700,"MUADZAM, PAHANG"
C00964,AZFAR GHANI AISY ENTERPRISE,CA0289217-M,2020,1,,27600,"RAUB, PAHANG"
C00965,HAMZAH BIN ARMIN PETRA,CT0067153-V,2020,1,,27600,"RAUB, PAHANG"
C00966,,,,,,,
C00967,AWIENA ENTERPRISE,CT0063213-W,2017,1,,27600,"RAUB, PAHANG"
C00968,IH RESOURCES SDN BHD,1163546-P,2017,1,,27600,"RAUB, PAHANG"
C00969,,,,,,,
C00970,,,,,,,
C00971,ISMAIL BIN MOHAMAD,CA 22456854-H,2017,1,,27600,"RAUB, PAHANG"
C00972,TIADA,,2020,1,,27660,"RAUB, PAHANG"
C00973,,,,,,,
C00974,JAMALUDIN MAT RAIS,,2017,1,,27600,"RAUB, PAHANG"
C00975,,,,,,,
C00976,,,,,,,
C00977,JUMAIAH ENTERPRISE,CT0045511-V,2016,1,,27600,"RAUB, PAHANG"
C00978,,,,,,,
C00979,IRADAH ENTERPRISE,CT0022132-U,2017,2,,27600,"RAUB, PAHANG"
C00980,PUNCA EMAS SHAHIDA ENTERPRISE,CT0022668-P,2019,2,,27600,"RAUB, PAHANG"
C00981,HAMIAGROFARM,CA0214371,2016,1,,27660,"RAUB, PAHANG"
C00982,,,,,,,
C00983,TENGGARAS MAJU ENTERPRISE,2.91E+11,2013,1,,27660,"RAUB, PAHANG"
C00984,KHAIRUL AHAADARI,,2013,2,,27660,"RAUB, PAHANG"
C00985,,,,,,,
C00986,,,,,,,
C00987,HAZARIANI BINTI ZAIMI,CT0041743-T,2013,1,,27660,"RAUB, PAHANG"
C00988,,,,,,,
C00989,MAAR BRILLIANT FARMING SDN BHD,848592-T,2017,1,,27660,"RAUB, PAHANG"
C00990,AMF MEGAH ENTERPRISE,NS0206046-H,2017,1,,27660,"RAUB, PAHANG"
C00991,AZAM WELDING JERUAS,CT0028456-W,2016,1,,27660,"RAUB, PAHANG"
C00992,AMNINAURAH ENTERPRISE,CT0069024-H,2017,1,,27600,"RAUB, PAHANG"
C00993,,,,,,,
C00994,PERKHIDMATAN BUKAN PEMASARAN MOTOR RIZAL TAT,CA0279555-V,2015,2,,27600,"RAUB, PAHANG"
C00995,HAMIAGROFARM,CA0214371,2014,1,,27660,"RAUB, PAHANG"
C00996,RIE CHEROH ENTERPRISE,CT0069037-M,2017,1,,27620,"RAUB, PAHANG"
C00997,TIADA,,2016,2,,27620,"RAUB, PAHANG"
C00998,MOHAMAD KHAIRUL KAMAL BIN JAMALUDIN,CT0071754-D,2016,1,,27610,"RAUB, PAHANG"
C00999,OJAM ENTERPRISE,CA0271622-A,2015,2,,27600,"RAUB, PAHANG"
C01000,MDA EMPIRE RESOURCES,CT0061216-T,2017,2,,27600,"RAUB, PAHANG"
C01001,TIADA,,2014,1,,27610,"RAUB, PAHANG"
C01002,JERUAS GLOBAL WELD,CT0032590-T,2017,2,,27660,"RAUB, PAHANG"
C01003,HAMIAGROFARM,CA0214371,2016,1,,27660,"RAUB, PAHANG"
C01004,MOHAMED TAHA BIN JAAFAR,CT0076637-T,2016,1,,27660,"RAUB, PAHANG"
C01005,,,,,,,
C01006,,,,,,,
C01007,,,,,,,
C01008,TIADA,,2016,1,,27600,"RAUB, PAHANG"
C01009,,,,,,,
C01010,NGAH BADANG BATU TALAM,CT0007859-A,2013,2,,27610,"RAUB, PAHANG"
C01011,,,,,,,
C01012,,,,,,,
C01013,,,,,,,
C01014,,,,,,,
C01015,MOHD HASRULFADLY BIN ZAIMI,CA14528792-A,2015,1,,27660,"RAUB, PAHANG"
C01016,LUCKY ENGINEERING WORK,CA0255784-W,2015,2,,27600,"RAUB, PAHANG"
C01018,,,,,,,
C01019,TIADA,,2013,1,,27610,"RAUB, PAHANG"
C01020,,,,,,,
C01021,,,,,,,
C01022,,,,,,,
C01023,TIADA,,2016,2,,27610,"RAUB, PAHANG"
C01024,,,,,,,
C01025,TIADA,,2016,2,,27600,"RAUB, PAHANG"
C01026,MUHAMMAD LUQMAN B MOHD ZAN,003029592-H,2016,2,,27600,"RAUB, PAHANG"
C01027,KELA BINA ENTERPRISE,001937095-K,2017,1,,27600,"RAUB, PAHANG"
C01028,,,,,,,
C01029,"G MAD
",CT0010534-D,2016,1,,27640,"RAUB, PAHANG"
C01030,,,,,,,
C01031,DW ZAHRA RESOURCE,CA0285465-K,2017,1,,27600,"RAUB, PAHANG"
C01032,MOHD HASRULFADLY BIN ZAMI,CA14528792-A,2014,1,,27600,"RAUB, PAHANG"
C01033,,,,,,,
C01035,,,,,,,
C01036,MINNAZ GLOBAL RESOURCES,CT0048732-U,2016,2,,27600,"RAUB, PAHANG"
C01037,MUHAMMAD NUR RAMADHAN BIN AHMAD,CT0083815-T,2015,1,,27600,"RAUB, PAHANG"
C01038,MUHAMMAD RAZLAN BIN RAZALI,CA0890671-D,2017,2,,27660,"RAUB, PAHANG"
C01039,IRHANA ENTERPRISE,CA0290628-T,2017,2,,27600,"RAUB, PAHANG"
C01040,SAFUAN BAKAR INTERPRISE,SA0312438-T,2017,1,,27660,"RAUB, PAHANG"
C01041,SERIYAH MAJU ENTERPRISE,CT0054444-T,2017,2,,27600,"RAUB, PAHANG"
C01043,,,,,,,
C01044,JDN SEHATI ENTERPRISE,CT-00884652-M,2015,1,,27660,"RAUB, PAHANG"
C01045,EZZIE ENTERPRISE,CT0014828-P,2015,2,,27600,"RAUB, PAHANG"
C01046,NOORLIDA BINTI SULAIMAN,KT0255833-V,2013,2,,27600,"RAUB, PAHANG"
C01047,,,,,,,
C01048,SAFUAN BAKAR INTERPRISE,SA0312438-T,2017,1,,27660,"RAUB, PAHANG"
C01049,SYAZIELA ENTERPRISE,CA0122741-D,2015,1,,27660,"RAUB, PAHANG"
C01050,NORELAH BINTI ABDUL RAHIM,CT-0045482-M,2013,1,,27660,"RAUB, PAHANG"
C01051,SHIDIE MOTOR,CT0014480-X,2013,2,,27610,"RAUB, PAHANG"
C01052,,,,,,,
C01053,ARRIAN NUR RAHMAN ENTERPRISE,CT0050728-P,2017,2,,27400,"RAUB, PAHANG"
C01054,NURINDRA ENTERPRISE,,2013,2,,27600,"RAUB, PAHANG"
C01055,AHMAD NAJHAN ENTERPRISE,CT0070524-D,2017,1,,27300,"RAUB, PAHANG"
C01056,,,,,,,
C01057,PERNIAGAAN CAHAYA HASBI,002277351-U,2015,2,,27600,"RAUB, PAHANG"
C01058,,,,,,,
C01059,,,,,,,
C01060,KEDAI MAKAN MASJID ABU BAKAR,CA0168519-V,2017,2,,27600,"RAUB, PAHANG"
C01061,NUR RIZQI ELAINA,CA0284014-D,2010,2,,27600,"RAUB, PAHANG"
C01062,TIADA,,2019,1,,27610,"RAUB, PAHANG"
C01063,,,,,,,
C01064,,,,,,,
C01065,EMAEMA ENTERPRISE,CT0068573-W,2015,1,,27600,"RAUB, PAHANG"
C01066,HD ZAFIRAH ENTERPRISE,CT0024053T,2017,2,,27600,"RAUB, PAHANG"
C01067,,,,,,,
C01068,,,,,,,
C01069,DWANNA SHAZNA ENTERPRISE,CT0048827-U,2018,1,,27600,"RAUB, PAHANG"
C01070,DUCHESS ROOM,CT0022190-T,2016,3,,27600,"RAUB, PAHANG"
C01071,PR CORNER,CT8047052-W,2019,1,,27400,"RAUB, PAHANG"
C01072,NURIZZATI BT ISHAK,,2018,1,,27600,"RAUB, PAHANG"
C01073,CHACA SHASHA ENTERPRISE,CT0015068-D,2016,5,,27600,"RAUB, PAHANG"
C01074,NURUL FAZATUL AZIMA BT ADAM,CA0216829-A,2016,1,,27610,"RAUB, PAHANG"
C01075,NURUL HANIM BINTI IBRAHIM,CA0225237-D,2019,1,,27600,"RAUB, PAHANG"
C01076,,,,,,,
C01077,TIADA,,2015,1,,,
C01078,RRE RAHMAD RAZLAN ENTERPRISE,002137683-X,2017,1,,27600,"RAUB, PAHANG"
C01079,AZIJAUHARI RESOURCES,CT0032530-W,2019,3,,27600,"RAUB, PAHANG"
C01080,JERUAS MAJU,001945707-M,2019,1,,27660,"RAUB, PAHANG"
C01081,RAWDAH'S FOOD,CT0067417-M,2018,2,,27600,"RAUB, PAHANG"
C01082,DEKOCINTA WEDDING PLANNER,CT0041833-D,2018,5,,27600,"RAUB, PAHANG"
C01083,AULA SWEET & BAKES,CT0061158-D,2018,2,,27600,"RAUB, PAHANG"
C01084,TIADA,,2016,1,,27600,"RAUB, PAHANG"
C01085,TIADA,,2015,1,,27600,"RAUB, PAHANG"
C01086,TIADA,,2019,2,,27610,"RAUB, PAHANG"
C01087,ZULHAILY ENTERPRISE,CA0113195-V,2016,2,,27600,"RAUB, PAHANG"
C01088,,,,,,,
C01089,TIADA,,2015,1,,27610,"RAUB, PAHANG"
C01090,MAK ONAH NASI LEMAK ROKAM,CA0285410-A,2017,2,,27600,"RAUB, PAHANG"
C01091,ZAHARAH BT JAUDDIN,,2015,2,,27600,"RAUB, PAHANG"
C01092,ROSMAN ABD RAZAK,CA0014237-H,2016,2,,27600,"RAUB, PAHANG"
C01093,MIEZUE LEGACY,CT0064208-P,2019,2,,27600,"RAUB, PAHANG"
C01094,TIADA,,2016,1,,,
C01095,S POUZIAH BINTI MOHAMAD,,2017,2,,27610,"RAUB, PAHANG"
C01096,HAMIAGROFARM,CA0214371,2018,1,,27660,PAHANG
C01097,AB SABA ENTERPRISE,CA0232135-K,2015,2,,27600,"RAUB, PAHANG"
C01098,CHALET PAKTEH D SG KELANG,CT0031574-U,2018,2,,27620,"RAUB, PAHANG"
C01099,,,,,,,
C01100,JALINAN TAPEDIRI 65,CA0274445-T,2018,1,,27600,"RAUB, PAHANG"
C01101,SULAM EMAS ENTERPRISE,CA-0105154-T,2010,1,,27600,"RAUB, PAHANG"
C01102,NAS MAKMUR,CA0044855H,2016,2,,27600,"RAUB, PAHANG"
C01103,CHU ITI ENTERPRISE,CT0071650-T,2018,2,,27660,"RAUB, PAHANG"
C01104,TIADA,,2015,1,,27660,"RAUB, PAHANG"
C01105,BENANG TEGUH ENTERPRISE,CT0013785-U,2019,1,,27610,"RAUB, PAHANG"
C01106,DEERA TOUCH,CT0025664D,2015,1,,27600,"RAUB, PAHANG"
C01107,MAIL KABONG ENTERPRISE,CA0296291- V,2019,2,,27400,"RAUB, PAHANG"
C01108,KAK YATI SABRI ENTERPRISE,CT0053402-D,2018,2,,27400,"RAUB, PAHANG"
C01109,,,,,,,
C01110,MAHFUZAH NAIM ENTERPRISE,CA0188523-X,2013,1,,27610,"RAUB, PAHANG"
C01111,TIADA,,2015,2,,27660,"RAUB, PAHANG"
C01112,TIADA,,2015,2,,27600,"RAUB, PAHANG"
C01113,UMMU ALI MAJU ENTERPRISE,2.02E+11,2019,1,,27600,"RAUB, PAHANG"
C01114,,,,,,,
C01115,TIADA,,2016,1,,27600,"RAUB, PAHANG"
C01116,WAN NORLIZA BINTI WAN IDRIS,2.02E+11,2019,1,,27600,"RAUB, PAHANG"
C01117,,,,,,,
C01118,,,,,,,
C01119,,,,,,,
C01120,,,,,,,
C01121,SATE TOK BILAL,,2019,2,,27600,"RAUB, PAHANG"
C01123,ZY AMANI ENTERPRISE,,2018,1,,27600,"RAUB, PAHANG"
C01124,MILB CLOTHING,,2015,2,,27610,"RAUB, PAHANG"
J00287,,,,,,,
J00288,,,,,,,
J00289,,,,,,,
J00290,,,,,,,
J00291,,,,,,,
J00292,,,,,,,
J00293,,,,,,,
J00294,,,,,Kg Mensudut,,
J00295,"PIAI MEKAR RESOURCES
",JM0932384-W,,1,,"PONTIAN, 82300","PONTIAN, JOHOR"
J00296,ABAS BIN MADAN,JM0784219-W,,3,"NO 12 ,KG LUBIK SIPAT,BENUT","PONTIAN, 82200","PONTIAN, JOHOR"
J00297,,,,,,,
J00298,,,,,,,
J00299,"BIT GARAGE
",JM0928732-A,,3,NO 5 LORONG HAJI TUBARI JALAN PARIT SEMERAH,"PONTIAN, 82000","PONTIAN, JOHOR"
J00300,,,,2,,,
J00301,,,,,,,
J00302,,,,,,,
J00303,,,,,,,
J00304,,,,,,,
J00305,"Afiqah@yahoo.com
",JM0794590-K,,3,"NO 198,KG SERKAT,PONTIAN","PONTIAN, 82300","PONTIAN, JOHOR"
J00307,"KIMPALAN AHMAD SERBAJAY
",JM0713313-V,,2,"TJK 91/2,KG SEPAKAT JAYA,PEKAN NENAS","PONTIAN, 81500","PONTIAN, JOHOR"
J00308,"MT GREEN ENTERPRISE
",002758559-P,,1,"TL 47,KG PT MARKOM,BENUT","PONTIAN, 82200","PONTIAN, JOHOR"
